symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
MPVD,Mountain Province Diamonds Inc.,0.39,-0.005,-1.265823,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,36000,0.39,0.39,0.39,82062815,82062815,,0.395,,,,,1.718959,-0.990000009,,Mountain Province Diamonds Inc is engaged in the discovery and development of diamond properties in Canada's Northwest Territories.,"Mountain Province Diamonds Inc is engaged in the discovery and development of diamond properties in Canada's Northwest Territories. The company holds interests in Gahcho Kue Diamond Mine in Canada's Northwest Territories as a joint venture partner with De Beers Canada. Its other projects include the Kennady North which covers a portion of the southeastern Slave Geological Province, an Archean terrain.",http://www.mountainprovince.com,info@mountainprovince.com,+1 416 361-3562,"161 Bay Street, Suite 1410, P.O. Box 216, Toronto, ON, CA",10,210417473,1.61,210417473,,0.39,,1.44,0.25,-0.031724,61852,117158.0,112451.0,0.305,3.9,-55.21,-23.34,0.38405,0.3393,0.62783,,,equity,Company
MTY,MTY Food Group Inc.,38.74,0.93,2.459667,Toronto Stock Exchange,TSX,TSX,,Consumer Cyclical,Restaurants,21381,38.05,38.95,38.05,957128300,957128300,,37.81,,,,,1.882512,-1.50999999,,MTY Food Group Inc is a franchisor in the quick service and casual dining food industry.,"MTY Food Group Inc is a franchisor in the quick service and casual dining food industry. Its activities consist of franchising and operating corporate-owned locations as well as the sale of retail products under a multitude of banners. The company's operating segment is based on geographical regions namely Canada and US and International. It generates maximum revenue from Canada. The company brands include Big Smoke Burger, Cafe Depot, Country Style, Croissant Plus, Cultures, Extremepita, Fabrika, Jus Jugo Juice, Koya Japan, ManchuWok, Muffin plus, Valentine, Van Houtte, Shushiman and others.",http://www.mtygroup.com,ir@mtygroup.com,+1 514 336-8885,"8150 autoroute Transcanadienne, Suite 200, Saint-Laurent, QC, CA",2825,24706461,1.94,24706461,,38.6105438,,65.1,14.23,0.002564,279623,196039.0,268498.0,1.658,6.7,-5.93,-1.94,33.60571,30.7418,37.23863,8.22,9.72,equity,Company
MTL,Mullen Group Ltd.,9.45,-0.03,-0.316456,Toronto Stock Exchange,TSX,TSX,,Energy,Oil & Gas,101053,9.49,9.56,9.38,923049663,931952357,17.8,9.48,Monthly,3.797,0.03,CAD,2.081395,0.550000011,2020-08-28 00:00:00.0,Mullen Group Ltd supplies trucking and logistics services to the oil and natural gas industry in Canada and the United States.,"Mullen Group Ltd supplies trucking and logistics services to the oil and natural gas industry in Canada and the United States. The company comprises two business segments: trucking/logistics and oilfield services. Product and service offerings include a range of truckload and less-than-truckload (relatively small freight) freight services. Mullen traditionally transports a variety of goods that include general freight, commodities such as cable, pipe and steel, heavy equipment, oversized goods, and dry bulk commodities. Transportation services are also included under the oilfield services division; however, Mullen also provides drilling, well-servicing, and dewatering services to oil and gas industry participants.",http://www.mullen-group.com,IR@mullen-group.com,+1 403 995-5217,"121A - 31 Southridge Drive, Chimney Rock Centre, Okotoks, AB, CA",6124,97677213,0.7,98619297,,9.4800542,2020-09-15,10.33,3.85,-0.008116,378045,340915.0,361457.0,1.044,4.5,6.13,3.2,9.82481,9.12087,7.51499,13.01,-14.04,equity,Company
NA,National Bank of Canada,72.9,0.05,0.068634,Toronto Stock Exchange,TSX,TSX,,Financial Services,Banks,77448,72.93,73.09,72.77,24478958979,24471870110,11.2,72.85,Quarterly,3.898,0.71,CAD,1.096835,6.05999994,2020-09-25 00:00:00.0,"National Bank of Canada is the sixth-largest Canadian bank. The bank offers integrated financial services, primarily in the province of Quebec as well as the city of Toronto.","National Bank of Canada is the sixth-largest Canadian bank. The bank offers integrated financial services, primarily in the province of Quebec as well as the city of Toronto. Operational segments include personal and commercial banking, wealth management, and a financial markets group.",https://www.nbc.ca,investorrelations@nbc.ca,+1 514 394-6751,"600 De La Gauchetiere Street West, 4th Floor, Montreal, QC, CA",25487,335788189,0.14,335690948,,72.9283735,2020-11-01,75.01,38.67,0.009772,1578609,1213395.0,1294863.0,1.882,0.9,16.12,0.68,69.80381,65.7954,63.00781,6.52,6.34,equity,Company
NEO,Neo Performance Materials Inc.,10.67,-0.06,-0.55918,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,200,10.67,10.67,10.67,400970961,401438008,,10.73,Quarterly,3.728,0.1,CAD,1.297223,-1.90999996,2020-09-16 00:00:00.0,"Neo Performance Materials Inc is engaged in the innovation, development, processing, and manufacturing of rare earth and rare metal-based functional materials.","Neo Performance Materials Inc is engaged in the innovation, development, processing, and manufacturing of rare earth and rare metal-based functional materials. Its operating segments include Magnequench, Chemicals and Oxides, Rare Metals, and Corporate. The company's products are used in numerous end-use applications, including micro motors, traction motors, autocatalysts, water emission-controls, healthcare (such as medical imaging), aerospace, clean energy technologies, superalloys, catalysts, magnetic materials, consumer electronics (such as smartphones and tablets), and fiber optics.",http://www.neomaterials.com,,+1 416 367-8588,"121 King Street West, Suite 1740, Toronto, ON, CA",1853,37579284,0.01,37623056,,10.67,2020-09-29,12.84,5.55,-0.008414,6486,10499.0,10027.0,0.858,5.2,-13.28,-10.7,10.60095,9.681,9.27036,,,equity,Company
NVCN,Neovasc Inc.,2.83,0.02,0.711744,Toronto Stock Exchange,TSX,TSX,,Healthcare,Medical Devices & Instruments,500,2.76,2.83,2.76,64091370,64091370,0.1,2.81,,,,,3.03693,27.8700008,,"Neovasc Inc is a specialty medical device company. The company develops, manufactures and markets products for the rapidly growing cardiovascular marketplace.","Neovasc Inc is a specialty medical device company. The company develops, manufactures and markets products for the rapidly growing cardiovascular marketplace. Its products include the Tiara for the transcatheter treatment of mitral valve disease and the Neovasc Reducer for the treatment of refractory angina. Neovasc is developing the Tiara for the treatment of mitral valve disease.",https://www.neovasc.com,investors@neovasc.com,+1 604 270-4344,"13562 Maycrest Way, Suite 5138, Richmond, BC, CA",110,22647127,,22647127,0.0,2.795,,11.2,1.78,-0.041015,9000,19453.0,16227.0,-2.55,,592.74,-173.41,2.83286,3.1282,3.508,,,equity,Company
NEPT,Neptune Wellness Solutions Inc.,3.24,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Healthcare,Drug Manufacturers,36635,3.25,3.31,3.24,363353611,361497625,,3.24,,,,,2.451002,-0.740000009,,Neptune Wellness Solutions Inc is a diversified and fully integrated health and wellness company.,"Neptune Wellness Solutions Inc is a diversified and fully integrated health and wellness company. It is focused on building a broad portfolio of affordable consumer products in response to long-term secular trends and market demand for natural, plant-based, sustainable and purpose-driven lifestyle brands. The company is a provider of turnkey product development and supply chain solutions to business customers across several health and wellness verticals, including legal cannabis and hemp, nutraceuticals and white label consumer packaged goods. It has a position in cannabis and hemp with research, development and commercialization focused on the use of cannabinoids in household products to make them safer, healthier and more effective.",https://www.neptunecorp.com,m.paradis@neptunecorp.com,+1 450 687-2262,"545 Promenade du Centropolis, Suite 100, Laval, QC, CA",165,112146176,0.03,111573341,0.0,3.28646572,,5.96,1.35,0.022407,267244,211324.0,190210.0,3.057,,-57.9,-47.52,3.44619,3.7572,3.28415,,,equity,Company
NCU,Nevada Copper Corp.,0.13,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,193300,0.13,0.13,0.13,193341259,193341129,,0.13,,,,,1.561537,-0.039999999,,Nevada Copper Corp is a Canada based exploration and development stage mining company.,"Nevada Copper Corp is a Canada based exploration and development stage mining company. It is engaged in the identification, acquisition, exploration, and development of copper and other mineral properties located in the United States and elsewhere. The company's has a 100% interest in the Pumpkin Hollow Copper Development Property situated near Yerington, Nevada.",http://www.nevadacopper.com,info@nevadacopper.com,+1 604 683-8992,"999 Canada Place, Suite 598, Vancouver, BC, CA",93,1487240450,0.67,1487239450,,0.13,,0.38,0.115,-0.025395,2194832,1864313.0,1907053.0,0.464,22.5,-5.67,-2.92,0.12786,0.1441,0.21218,,,equity,Company
NGD,New Gold Inc.,2.47,0.1,4.219409,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,587525,2.43,2.48,2.41,1669780012,1669720001,,2.37,,,,,2.300225,-0.200000002,,New Gold Inc is an intermediate gold mining company with operations across the globe.,"New Gold Inc is an intermediate gold mining company with operations across the globe. The company has a portfolio of four producing assets: the New Afton Mine in Canada, the Mesquite Mine in the United States, and the Cerro San Pedro Mine in Mexico. In addition, New Gold owns 100% of the Rainy River and Blackwater projects in Canada, along with a minority stake in the gold stream on the El Morro project in Chile. The New Afton Mine is the largest division, contributing roughly 50% of group revenue.",http://www.newgold.com,anne.day@newgold.com,+1 416 324-6000,"181 Bay Street, Brookfield Place, Suite 3510, Toronto, ON, CA",1337,676024296,1.32,676000000,,2.46260649,,2.59,0.55,0.002294,2368644,2195958.0,2037432.0,1.515,4.9,-11.36,-4,2.17619,2.0744,1.4321,,,equity,Company
BCI,New Look Vision Group Inc. Class A,29.5,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Consumer Cyclical,Retail - Cyclical,0,,,,461100075,461975871,,29.5,,,,,0.9416,-0.180000007,,New Look Vision Group Inc is an operator of retail stores in Canada.,"New Look Vision Group Inc is an operator of retail stores in Canada. Its main business is that of eye care products and services which function under four main banners: New Look Eyewear, Greiche and Scaff, Vogue Optical, and Iris The Visual Group.",http://www.newlookvision.ca,lise.melanson@newlookvision.ca,+1 514 877-4199,"1 Place Ville-Marie, Suite 3670, Montreal, QC, CA",2615,15630511,2.77,15660199,0.0,29.502,,34.5,20.11,0.002514,2816,1612.0,1797.0,3.554,11.6,-2.13,-0.58,28.80905,28.711,28.99193,-10.91,-5.33,equity,Company
NML,New Millennium Iron Corp.,0.065,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,4155,0.065,0.065,0.065,11768520,11768520,,0.065,,,,,1.073348,-0.029999999,,"New Millennium Iron Corp is a Canadian company that involves in the exploration, evaluation, and development of mineral properties.","New Millennium Iron Corp is a Canadian company that involves in the exploration, evaluation, and development of mineral properties. The company's properties are KeMag, NuTac, Lac Ritchie, T-Kemag, LabMag, and T-LabMag. Its key project is the Taconite project.",http://www.nmliron.com,info@nmliron.com,+1 514 935-3204,"855 - 2nd Street S.W., Suite 3500, Bankers Hall East Tower, Calgary, AB, CA",4,181054146,,181054146,0.0,0.065,,0.085,0.035,0.015537,295667,635124.0,447682.0,0.722,3.5,-26.47,-24.93,0.06881,0.0574,0.05383,,,equity,Company
NUAG,New Pacific Metals Corp.,6.55,0.18,2.825746,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,68630,6.44,6.55,6.36,997576646,997556996,127.4,6.37,,,,,1.397436,0.05,,"New Pacific Metals Corp is a Canadian Mining Issuer, in the business of exploring and developing precious metal mining properties in Bolivia, Canada, and China.","New Pacific Metals Corp is a Canadian Mining Issuer, in the business of exploring and developing precious metal mining properties in Bolivia, Canada, and China. The company operates through four segments, one being the corporate segment; the others being the mining segments focused on safeguarding the value of its exploration and development of mineral properties. Some projects include Silver Sand Project and RZY project.",https://www.newpacificmetals.com,info@newpacificmetals.com,+1 604 633-1368,"1066 West Hastings Street, Suite 1750, Vancouver, BC, CA",50,152301778,,152298778,0.0,6.47953216,,7.17,2.34,0.063089,139142,130148.0,136132.0,5.647,674.7,5.26,5.18,6.13952,5.8478,5.5787,,,equity,Company
NEXA,Nexa Resources S.A.,9.53,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,24,,,,1262139963,1262139963,,9.53,Annual,5.253,0.377533,USD,1.343533,,2020-03-13 00:00:00.0,"Nexa Resources SA is a low-cost integrated zinc producer. It produces copper, lead, silver, and gold as byproducts. The company operates through two segments namely Mining and Smelting.","Nexa Resources SA is a low-cost integrated zinc producer. It produces copper, lead, silver, and gold as byproducts. The company operates through two segments namely Mining and Smelting. Its Mining segment consists of various operating units includes mineral exploration activities and the production of zinc concentrates, copper concentrates and lead concentrates. The Smelting segment comprises operating units which include facilities recovering and refining zinc metal out of feed materials such as zinc concentrates or secondary feed materials. It generates maximum revenue from the Smelting segment. Geographically It has a presence in Brazil, Peru, the United States of America, Switzerland, Japan, Argentina, South Korea, Colombia, and other countries.",https://www.nexaresources.com,roberta.varella@nexaresources.com,+352 28263727,"37A, Avenue J.F. Kennedy, Luxembourg, LU",5760,132438611,1.41,132438611,,9.53,2020-03-30,14.33,3.94,-0.00437,790,751.0,979.0,0.72,11.5,-39.18,-14.19,9.82238,9.127,8.23929,,,equity,Company
NXE,NexGen Energy Ltd.,2.32,0.03,1.310044,Toronto Stock Exchange,TSX,TSX,,Energy,Other Energy Sources,17900,2.32,2.34,2.31,873401893,874096346,,2.29,,,,,1.963313,-0.100000001,,"NexGen Energy Ltd is a mineral exploration company. It acquires, explores for uranium properties in Canada.","NexGen Energy Ltd is a mineral exploration company. It acquires, explores for uranium properties in Canada. The company's projects portfolio consists of ROOK I, Radio Property, and the IsoEnergy, at the Athabasca Basin. The Rook I property hosts the world-class Arrow Zone as well as the Bow discovery. The Rook I project hosts the discovered Harpoon area located northeast of the Arrow deposit.",http://www.nexgenenergy.ca,tmcpherson@nxe-energy.ca,+1 306 954-2275,"1021 West Hastings Street, Suite 3150, Vancouver, BC, CA",42,376466333,0.98,376765666,32576075.0,2.31893846,,2.64,0.76,0.029497,802019,750378.0,749165.0,5.395,,-22.86,-11.41,2.35952,2.238,1.72913,,,equity,Company
NXJ,NexJ Systems Inc.,0.5,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Technology,Software,0,,,,10553059,10082000,,0.5,,,,,0.885739,-0.230000004,,NexJ Systems Inc delivers enterprise customer management solutions to the financial services and insurance industries.,"NexJ Systems Inc delivers enterprise customer management solutions to the financial services and insurance industries. The company's solutions include Customer Relationship Management (CRM) for financial services and insurance; Customer Process Management (CPM) for client onboarding and Know Your Customer (KYC), and Customer Data Management (CDM) to deliver a view of customers across the line of business and regional data silos.",http://www.nexj.com,info@nexj.com,+1 416 227-3905,"10 York Mills Road, Suite 700, Toronto, ON, CA",143,21106117,0.61,20164000,,0.55,,1.09,0.38,-0.011415,1478,3740.0,2438.0,2.5,387.1,-76.76,-27.83,0.51619,0.5052,0.659,,,equity,Company
NAC.V,NextPoint Acquisition Corp. Class A Restricted Voting Units,9.97,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Financial Services,Diversified Financial Services,0,,,,199400000,0,,9.97,,,,,,,,NextPoint Acquisition Corp is a special purpose acquisition company.,NextPoint Acquisition Corp is a special purpose acquisition company.,,,+1 914 614-5626,"44 South Broadway, 11th Floor, White Plains, NY, US",,20000000,,0,,9.88,,9.99,9.8,,2030,72797.0,,,,0,0,9.96762,,,,,equity,Company
NEXT,NextSource Materials Inc.,0.04,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,24000,0.04,0.04,0.04,23922943,23922943,,0.04,,,,,1.152368,-0.029999999,,"NextSource Materials Inc is a Canadian mine development company. The company is engaged in the acquisition, exploration, and development of mineral resources.","NextSource Materials Inc is a Canadian mine development company. The company is engaged in the acquisition, exploration, and development of mineral resources. Its product portfolio includes Molo Graphite and Green Giant Vanadium Project. Geographically, it operates in Madagascar and Canada.",http://www.nextsourcematerials.com,info@nextsourcematerials.com,+1 416 364-4986,"145 Wellington Street West, Suite 1001, Toronto, ON, CA",2,598073572,,598073572,12060000.0,0.04,,0.065,0.02,0.003699,285077,409057.0,355245.0,47.13,,-4964.42,-447.54,0.03786,0.03885,0.04236,,,equity,Company
NFI,NFI Group Inc.,17.83,0.43,2.471264,Toronto Stock Exchange,TSX,TSX,,Consumer Cyclical,Vehicles & Parts,27220,17.43,17.92,17.33,1114491591,1114499810,,17.4,Quarterly,4.885,0.2125,CAD,1.469204,-2.44000005,2020-06-29 00:00:00.0,"NFI Group Inc is a Canadian automobile manufacturer. The company organises itself into two segments: manufacturing operations, and aftermarket operations.","NFI Group Inc is a Canadian automobile manufacturer. The company organises itself into two segments: manufacturing operations, and aftermarket operations. Manufacturing operations, which represents more than half of the company's revenue, includes the manufacture of transit buses for public transportation, and motor coaches. Aftermarket operations includes spare parts and servicing related to transit buses and motor coaches.",https://www.nfigroup.com,stephen_king@newflyer.com,+1 204 224-1251,"711 Kernaghan Avenue, Winnipeg, MB, CA",9300,62506539,2.03,62507000,,17.6652443,2020-07-15,33.94,9.12,0.003415,250037,298563.0,252532.0,1.35,7.1,-15.23,-3.93,17.24,16.42,20.51621,9.49,21.5,equity,Company
NCP,Nickel Creek Platinum Corp.,0.125,0.01,8.695652,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,255710,0.12,0.125,0.12,42863853,42863853,,0.115,,,,,0.864012,-0.009999999,,"Nickel Creek Platinum Corp is a Canadian involved in mining exploration, evaluation, and development of platinum group metal and nickel mineral properties.","Nickel Creek Platinum Corp is a Canadian involved in mining exploration, evaluation, and development of platinum group metal and nickel mineral properties. The company mainly operates through its Yukon Territory property in Canada. It generates most of its revenue through the sale of its metals deposit, while it also engages in the acquisition, evaluation, research, and development of mining properties.",https://www.nickelcreekplatinum.com,info@nickelcp.com,+1 416 304-9315,"1700 - 666 Burrard Street, Vancouver, BC, CA",6,342910824,0.01,342910824,0.0,0.120293542,,0.145,0.015,0.014219,366111,284779.0,337249.0,1.389,,-9.41,-9.04,0.11738,0.1054,0.0763,,,equity,Company
NHK,Nighthawk Gold Corp.,1.51,-0.03,-1.948052,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,35800,1.53,1.54,1.51,76640805,76640805,,1.54,,,,,0.643306,-0.090000003,,"Nighthawk Gold Corp is a Canadian based junior resource company. It is engaged in the identification, acquisition, exploration, and evaluation of gold properties.","Nighthawk Gold Corp is a Canadian based junior resource company. It is engaged in the identification, acquisition, exploration, and evaluation of gold properties. The company is focused on Indin Lake gold property. Its significant project consists of the Colomac gold project which is located within the Indin Lake greenstone belt and is surrounded by the company's existing Indin lake gold property in the northwest territories, from Aboriginal Affairs and Northern Development Canada.",https://www.nighthawkgold.com,info@nighthawkgold.com,+1 416 628-5940,"141 Adelaide Street West, Suite 301, Toronto, ON, CA",3,50755500,,50755500,0.0,1.524581,,3,0.97,0.046736,94815,131109.0,174762.0,0.921,146.1,-5.21,-4.47,1.63429,1.9692,1.90323,,,equity,Company
NB,NioCorp Developments Ltd.,0.82,0.01,1.234568,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,535,0.82,0.82,0.82,193683942,192651321,,0.81,,,,,0.310895,-0.019999999,,"NioCorp Developments Ltd is an exploration-stage company, which is engaged in the exploration and development of mineral deposits. It primarily explores for niobium, scandium, and titanium products.","NioCorp Developments Ltd is an exploration-stage company, which is engaged in the exploration and development of mineral deposits. It primarily explores for niobium, scandium, and titanium products. The firm operates through a segment consisting of exploration and development of mineral deposits in North America, specifically, the Elk Creek property located in Southeastern Nebraska. The company generally holds an interest in a mineral exploration property located in the region of Canada.",https://www.niocorp.com,jim.sims@niocorp.com,+1 855 264-6267,"7000 South Yosemite Street, Suite 115, Centennial, CO, US",10,236199929,1.38,234940635,0.0,0.82,,1.02,0.53,0.010566,74374,103847.0,108068.0,41.0,219.1,-141.64,-44.54,0.84143,0.8589,0.76628,,,equity,Company
NSR,Nomad Royalty Company Ltd.,1.59,0.02,1.273885,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,4800,1.58,1.59,1.58,822111936,812886632,57.8,1.57,Quarterly,1.274,0.005,CAD,6.071522,0.029999999,2020-09-29 00:00:00.0,"Nomad Royalty Co Ltd is a royalty mining company. The company mines for silver, gold, and other base metals.","Nomad Royalty Co Ltd is a royalty mining company. The company mines for silver, gold, and other base metals. The portfolio includes Woodlawn property, Blyvoor property, Gualcamayo property, Suruca property, and other properties.",https://www.nomadroyalty.com,,+1 514 249-9960,"1275 Avenue des Canadiens-de-Montreal, Suite 500, Montreal, QC, CA",,517051532,,511249454,0.0,1.58375,2020-10-15,1.67,1.1,-0.11234,220430,114261.0,115458.0,,,3.99,3.7,1.44905,1.488,,,,equity,Company
NIF.UN,Noranda Income Fund Class A Priority Units,1.24,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,0,,,,46487569,61987569,22.8,1.24,,,,,1.751682,,,"Noranda Income Fund is a Canadian based income trust. The fund owns the electrolytic zinc processing facility and ancillary assets located in Salaberry-de-Valleyfield, Quebec.","Noranda Income Fund is a Canadian based income trust. The fund owns the electrolytic zinc processing facility and ancillary assets located in Salaberry-de-Valleyfield, Quebec. It produces refined zinc metal and by-products from sourced zinc concentrates. The fund's long-term objective is to maximize unitholder value and provide monthly distributions to unitholders.",http://www.norandaincomefund.com,info@norandaincomefund.com,+1 819 281-5785,"100 King Street West, First Canadian Place, Suite 6900, P.O. Box 403, Toronto, ON, CA",538,37489975,3.79,49989975,,1.244946,,2.87,1.03,-0.005578,19807,63457.0,70554.0,0.8,4.9,18.94,1.81,1.27571,1.196,1.65385,,,equity,Company
OSB,Norbord Inc.,43.7,1.88,4.495457,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Forest Products,37691,42.16,43.7,42.16,3524250608,3526590000,209.6,41.82,Quarterly,2.869,0.3,CAD,2.658349,0.200000002,2020-08-31 00:00:00.0,"Norbord is the largest global producer of oriented strand board, which is used as a structural panel for building applications.","Norbord is the largest global producer of oriented strand board, which is used as a structural panel for building applications. The majority of its mills are located throughout the United States, with additional capacity in Northern Europe.",http://www.norbord.com,info@norbord.com,+1 416 365-0705,"Secretariat, 1 Toronto Street, Suite 600, Toronto, ON, CA",2400,80646467,0.98,80700000,,43.0716932,2020-09-21,47.88,13.01,0.01829,251542,270943.0,268982.0,3.909,10.6,1.28,0.46,45.05867,41.65125,32.54719,4.77,17.74,equity,Company
NOA,North American Construction Group Ltd.,8.85,0.02,0.226501,Toronto Stock Exchange,TSX,TSX,,Energy,Oil & Gas,6671,8.8,8.85,8.78,274190134,257928578,4.9,8.83,Quarterly,1.812,0.04,CAD,1.471933,1.80999994,2020-08-28 00:00:00.0,"North American Construction Group Ltd is Canada's provider of heavy civil construction and mining contractors. The company has provided services to oil, natural gas and resource companies.","North American Construction Group Ltd is Canada's provider of heavy civil construction and mining contractors. The company has provided services to oil, natural gas and resource companies.",http://www.nacg.ca,ir@nacg.ca,+1 780 969-5574,"27287 - 100 Avenue Acheson, Suite 300, Acheson, AB, CA",1058,30981936,1.95,29144472,,8.81661536,2020-10-02,16.57,5.81,0.023251,67500,106154.0,91526.0,1.101,1.8,23.39,5.98,9.49526,8.81089,10.3771,22.65,10.23,equity,Company
FFN,North American Financial 15 Split Corp. Class A Shares,3.39,0.11,3.353658,Toronto Stock Exchange,TSX,TSX,,Financial Services,Asset Management,3800,3.39,3.39,3.38,56112172,56112172,,3.28,,,,,2.316043,-2.18000006,,North American Financial 15 Split Corp is an investment company.,North American Financial 15 Split Corp is an investment company. It invests in an actively managed portfolio of common shares comprised of core large-capitalization Canadian and United States financial services companies. It also invests in equity securities of issuers. The company's investment objective is to provide holders of Preferred Shares with cumulative preferential monthly cash dividends and to provide holders of Class A shares with regular monthly cash distributions.,https://www.quadravest.com,info@quadravest.com,+1 416 304-4443,"200 Front Street West, Suite 2510, P.O. Box 51, Toronto, ON, CA",6,16552263,,16552263,,3.38868421,,7.8,2.92,-0.006455,25255,29400.0,28792.0,1.378,1.2,-53.75,-14.51,3.3981,3.3464,4.91866,3.41,31.71,equity,Company
NWC,North West Company Inc. (The) Variable Voting and Common Voting Shares,32.67,1.76,5.69395,Toronto Stock Exchange,TSX,TSX,,Consumer Defensive,Retail - Defensive,59643,31.5,32.93,31.45,1605619390,1592692851,21.1,30.91,Quarterly,4.659,0.36,CAD,0.408714,1.40999996,2020-09-29 00:00:00.0,The North West Co Inc is a Canada-based company that is principally engaged in retail business in underserved rural communities and urban neighborhoods.,"The North West Co Inc is a Canada-based company that is principally engaged in retail business in underserved rural communities and urban neighborhoods. The company provides food, family apparel, housewares, appliances, and outdoor products, with food products accounting for the majority of the company's revenue. The company also offers services, including post offices, income tax return preparation, money transfers, commercial business sales and others. The company operates business in Northern Canada, Western Canada, rural Alaska, the South Pacific islands, and the Caribbean, with around two thirds of the company's total revenue coming from the Canadian market.",http://www.northwest.ca,jking@northwest.ca,+1 204 934-1756,"77 Main Street, Winnipeg, MB, CA",7633,49146599,1.26,48750929,,32.1985863,2020-10-15,32.01,16.06,0.004613,121886,93268.0,98244.0,3.808,6.8,16.26,5.53,29.5719,29.9512,26.72136,1.52,2.36,equity,Company
NCF,Northcliff Resources Ltd.,0.035,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,0,,,,6689615,6689615,,0.035,,,,,0.904695,-0.009999999,,Northcliff Resources Ltd is a Canadian based company. It is engaged in the acquisition and development of mineral properties.,"Northcliff Resources Ltd is a Canadian based company. It is engaged in the acquisition and development of mineral properties. The company holds an interest in the Sisson Tungsten and Molybdenum Project, located in New Brunswick, Canada.",http://www.northcliffresources.com,info@hdimining.com,+1 604 684-6365,"1040 West Georgia Street, 15th Floor, Vancouver, BC, CA",3,191131829,,191131829,396000.0,0.033889,,0.075,0.02,-0.006753,38957,237593.0,492564.0,0.269,,-5.77,-5.06,0.03452,0.0314,0.04668,,,equity,Company
NDM,Northern Dynasty Minerals Ltd.,1.36,0.03,2.255639,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,364161,1.32,1.37,1.295,684071243,688968473,,1.33,,,,,2.956148,-0.14,,"Northern Dynasty Minerals Ltd is a Canadian mineral exploration company. It has a single operating segment of acquisition, exploration, and development of mineral properties.","Northern Dynasty Minerals Ltd is a Canadian mineral exploration company. It has a single operating segment of acquisition, exploration, and development of mineral properties. Its core asset is the Pebble Project located in Alaska, USA. The Pebble project is seeking to develop a significant deposit of copper, gold, molybdenum, and silver into a modern mining operation.",https://www.northerndynastyminerals.com,info@northerndynasty.com,+1 604 684-6365,"1040 West Georgia Street, 15th Floor, Vancouver, BC, CA",12,502993561,0.01,506594465,,1.32919257,,3.28,0.495,0.047477,2022900,3137584.0,3194911.0,4.69,,-42.53,-38.24,1.5281,1.9436,1.15615,,,equity,Company
