symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
NXF,CI First Asset Energy Giants Covered Call ETF Common Units,3.6,0.01,0.278552,Toronto Stock Exchange,TSX,TSX,,,,24133,3.57,3.61,3.57,35200581,0,13.3,3.59,Quarterly,13.261,0.1566,CAD,1.457827,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,9777939,,0,,3.59439834,2020-06-30,6.97,2.64,-0.008436,47751,37093.0,31166.0,1.5,4.8,-5.5,-1.34,3.82381,3.9,4.48024,,,etf,Company
FGO,CI First Asset Enhanced Government Bond ETF Common Units,11.34,-0.01,-0.088106,Toronto Stock Exchange,TSX,TSX,,,,9375,11.34,11.35,11.34,568587600,0,,11.35,Quarterly,0.854,0.0152,CAD,-0.005757,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,50140000,,0,,11.3469892,2020-06-30,11.4,10.57,0.005812,9001,11025.0,14443.0,,,,,11.33238,11.3436,11.0629,,,etf,Company
FSB,CI First Asset Enhanced Short Duration Bond ETF Common Units,10.04,0.01,0.099701,Toronto Stock Exchange,TSX,TSX,,,,1300,10.04,10.04,10.04,165961200,0,20.7,10.03,Monthly,2.565,0.0235,CAD,0.097331,,2020-08-24 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,16530000,,0,,10.0399997,2020-08-31,10.08,9.29,0.00256,18956,17057.0,27020.0,3.42,13.9,,,10.03836,10.01971,9.82691,,,etf,Company
FHI,CI First Asset Health Care Giants Covered Call ETF Common Units,10.37,0.08,0.777454,Toronto Stock Exchange,TSX,TSX,,,,1050,10.37,10.37,10.37,179919500,0,24.2,10.29,Quarterly,7.129,0.2978,CAD,0.701021,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,17350000,,0,,10.37,2020-06-30,11.39,7.99,0.007493,1953,1025.0,1610.0,3.26,14.8,25.71,6.95,10.55762,10.4532,10.09861,,,etf,Company
FIG,CI First Asset Investment Grade Bond ETF Units,11.52,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Financial Services,Asset Management,5678,11.52,11.52,11.51,780903798,0,,11.52,Monthly,3.266,0.032,CAD,0.194581,,2020-08-24 00:00:00.0,Marret Investment Grade Bond Fund is a closed-end investment fund.,Marret Investment Grade Bond Fund is a closed-end investment fund. Its investment objective is to provide holders of units with attractive monthly tax advantaged cash distributions and to maximize the total return for unitholders.,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,67786788,0,0,,11.5187962,2020-08-31,11.63,8.95,0.002994,23691,23334.0,43006.0,,,,,11.48317,11.46828,11.07638,,,etf,Company
ZXM,CI First Asset Morningstar International Momentum Index ETF Common Units,32.21,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,23638984,0,15.1,32.21,Quarterly,1.004,0.0649,CAD,0.918554,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,733902,,0,,32.271364,2020-06-30,33,21.13,0.004846,348,388.0,517.0,2.86,13.5,26.71,12.81,32.52333,31.9302,29.56083,,,etf,Company
VXM,CI First Asset Morningstar International Value Index ETF Common Units,19.92,-0.01,-0.050176,Toronto Stock Exchange,TSX,TSX,,,,709,19.92,19.92,19.92,29361124,0,8.9,19.93,Quarterly,2.155,0.1079,CAD,0.979864,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,1473952,,0,,19.92,2020-06-30,25.92,15.4,-0.000128,699,787.0,667.0,0.79,4.4,10.18,3.32,19.90905,19.6084,20.76598,,,etf,Company
UXM,CI First Asset Morningstar US Dividend Target 50 Index ETF Common Units,13.95,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,24054767,0,16.5,13.95,Quarterly,3.093,0.109,CAD,1.060906,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,1724356,,0,,13.95,2020-06-30,16.15,9.75,0.004402,2758,2396.0,2053.0,3.38,10.6,27.75,9.54,14.27333,13.9034,13.76499,,,etf,Company
YXM,CI First Asset Morningstar US Momentum Index ETF Common Units,14.5,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,10698332,0,23.4,14.5,,,,,1.167764,,,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,737816,,0,,14.493333,,15.28,9.19,0.00148,754,391.0,766.0,5.83,13.4,43.39,11.64,14.84667,14.5512,13.70555,,,etf,Company
XXM,CI First Asset Morningstar US Value Index ETF Common Units,7.99,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,9239381,0,10.8,7.99,Quarterly,1.817,0.0348,CAD,1.822901,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,1156368,,0,,7.976636,2020-06-30,11.16,5.01,-0.00712,2878,1592.0,1315.0,0.97,4.3,8.27,1.35,8.11714,7.9256,8.34301,,,etf,Company
RWE,CI First Asset MSCI Europe Low Risk Weighted ETF Common Units,27.56,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,100,27.56,27.56,27.56,39543640,0,19.1,27.56,Quarterly,2.226,0.1701,CAD,0.661056,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,1434820,,0,,27.56,2020-06-30,32.03,21.39,0.003266,2084,2159.0,1912.0,2.12,11.7,17.26,6.25,27.41429,27.2826,27.40219,,,etf,Company
RWX,CI First Asset MSCI International Low Risk Weighted ETF Units,19.6,0.26,1.344364,Toronto Stock Exchange,TSX,TSX,,,,700,19.6,19.6,19.6,12740000,0,17.2,19.34,Quarterly,2.612,0.1505,CAD,0.62295,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,650000,,0,,19.6,2020-06-30,23.65,16.92,-0.000296,1300,520.0,388.0,1.69,11.2,13.45,4.75,19.58286,19.5104,20.27847,,,etf,Company
RWU,CI First Asset MSCI USA Low Risk Weighted ETF Common Units,17.0,-0.05,-0.293255,Toronto Stock Exchange,TSX,TSX,,,,830,17.0,17.0,17.0,13037266,0,23.5,17.05,Quarterly,1.556,0.08,CAD,0.845219,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,766898,,0,,17.0,2020-06-30,19.52,12.16,0.005786,113,630.0,1297.0,2.83,13.2,23.65,7.93,17.31095,16.8506,16.7782,,,etf,Company
RWW,CI First Asset MSCI World Low Risk Weighted ETF Common Units,28.53,0.12,0.422386,Toronto Stock Exchange,TSX,TSX,,,,998,28.45,28.53,28.45,114318826,0,19,28.41,Quarterly,2.531,0.1955,CAD,0.658242,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,4006969,,0,,28.4744444,2020-06-30,34.75,22.52,0.00425,2951,1444.0,4865.0,2.0,11.7,15.56,5.68,28.75333,28.5044,29.34424,,,etf,Company
TXF,CI First Asset Tech Giants Covered Call ETF common units,18.48,-0.13,-0.698549,Toronto Stock Exchange,TSX,TSX,,,,45051,18.71,18.8,18.34,291041465,0,18.8,18.61,Quarterly,7.575,0.4812,CAD,0.968628,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,15748997,,0,,18.5492042,2020-06-30,20.23,12.05,0.014686,32661,21886.0,21153.0,6.62,13.7,30.8,12,18.84476,18.1412,16.14528,,,etf,Company
FLI,CI First Asset U.S. & Canada Lifeco Income ETF transferable units,7.84,0.09,1.16129,Toronto Stock Exchange,TSX,TSX,,,,32602,7.82,7.85,7.77,66842978,0,10.6,7.75,Quarterly,10.989,0.3312,CAD,1.365161,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,8525890,,0,,7.81932515,2020-06-30,11.85,5.32,-0.003358,10899,11455.0,10388.0,0.752,,10.85,1.06,7.93524,7.7056,8.29508,,,etf,Company
FBU,CI First Asset U.S. Buyback Index ETF Redeemable Transferable Units,28.63,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,11452000,0,14.8,28.63,Quarterly,0.848,0.0771,CAD,1.182776,,2020-06-23 00:00:00.0,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,400000,,0,,28.63,2020-06-30,32.05,17.39,0.005997,366,309.0,644.0,2.3,10,25.79,5.85,28.78619,27.9034,27.33802,,,etf,Company
SID,CI First Asset U.S. TrendLeaders Index ETF redeemable transferable units,26.41,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,19807500,0,30.7,26.41,,,,,0.636907,,,,,www.firstasset.com,,+1 416 3622929,"95 Wellington St. West,, Suite 1400, Toronto, ON, CA",,750000,,0,,26.41,,28.52,18.93,0.008628,560,310.0,378.0,6.52,21,14.39,6.19,27.48857,26.6436,23.75665,,,etf,Company
CHNA.B,CI ICBCCS S&P China 500 Index ETF Non-Hedged Units,31.03,0.43,1.405229,Toronto Stock Exchange,TSX,TSX,,,,100,31.03,31.03,31.03,3103000,0,13.1,30.6,Quarterly,2.385,0.32,CAD,0.331319,,2020-06-29 00:00:00.0,,,www.wisdomtree.com,info@wisdomtree.com,917-267-3739,"Wisdomtree Asset Management, Inc., 245 Park Avenue, 35th Floor, New York, NY, CA",,100000,,0,,31.03,2020-07-08,32.66,23.99,0.013225,298,364.0,563.0,1.82,10.7,16.82,7.64,31.52381,31.2966,27.71237,,,etf,Company
CRED,CI Lawrence Park Alternative Investment Grade Credit ETF Common units,19.78,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,37186400,0,,19.78,Monthly,3.033,0.05,CAD,0.45523,,2020-08-24 00:00:00.0,,,,,,CA,,1880000,,0,,19.78,2020-08-31,20.06,17.69,0.003416,1533,1442.0,2388.0,,,,,19.76193,19.52188,19.04083,,,etf,Company
CMAR,CI Marret Alternative Absolute Return Bond ETF Common units,20.8,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,106080000,0,,20.8,Monthly,2.885,0.05,CAD,-0.027466,,2020-08-24 00:00:00.0,,,,,,CA,,5100000,,0,,20.8,2020-08-31,20.94,20.02,0.007549,7005,4429.0,3921.0,,,,,20.82334,20.80867,20.48979,,,etf,Company
CMEY,CI Marret Alternative Enhanced Yield Fund ETF C$ Series Units,20.36,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,1221600,0,,20.36,Monthly,0.918,0.0134,CAD,-0.021687,,2020-08-24 00:00:00.0,,,,,,CA,,60000,,0,,20.36,2020-08-31,20.36,19.85,0.008145,0,16.0,14.0,,,,,20.3466,20.27979,,,,etf,Company
EMV.B,CI WisdomTree Emerging Markets Dividend Index ETF Non-Hedged Units,24.64,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,36960000,0,9.6,24.64,Quarterly,3.381,0.115,CAD,0.550267,,2020-06-29 00:00:00.0,,,www.wisdomtree.com,info@wisdomtree.com,917-267-3739,"Wisdomtree Asset Management, Inc., 245 Park Avenue, 35th Floor, New York, NY, CA",,1500000,,0,,24.64,2020-07-08,28.2,19.84,0.001301,310,326.0,485.0,1.28,6.2,15.77,6.75,24.97667,24.8158,24.5663,,,etf,Company
EHE,CI WisdomTree Europe Hedged Equity Index ETF Hedged Units,24.14,0.01,0.041442,Toronto Stock Exchange,TSX,TSX,,,,175,24.14,24.14,24.14,22933000,0,14.9,24.13,Quarterly,1.968,0.115,CAD,1.047362,,2020-06-29 00:00:00.0,,,www.wisdomtree.com,info@wisdomtree.com,917-267-3739,"Wisdomtree Asset Management, Inc., 245 Park Avenue, 35th Floor, New York, NY, US",,950000,,0,,24.14,2020-07-08,27.88,16.78,0.001924,289,1933.0,1406.0,1.92,10.8,,,23.84952,23.7582,23.63272,,,etf,Company
UMI,CI WisdomTree U.S. MidCap Dividend Index ETF Hedged Units,21.11,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,12477742,0,16.7,21.11,Quarterly,3.126,0.13,CAD,1.404927,,2020-06-29 00:00:00.0,,,www.wisdomtree.com,info@wisdomtree.com,917-267-3739,"Wisdomtree Asset Management, Inc., 245 Park Avenue, 35th Floor, New York, NY, CA",,591082,,0,,21.11,2020-07-08,27.93,14.5,-0.004036,990,757.0,792.0,2.07,9,11.94,3.89,21.30857,20.885,22.00439,,,etf,Company
JAPN,CI WisdomTree Japan Equity Index ETF Hedged Units,21.45,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,4290000,0,,21.45,Quarterly,2.224,0.085,CAD,0.660193,,2020-06-29 00:00:00.0,,,www.wisdomtree.com,info@wisdomtree.com,917-267-3739,"Wisdomtree Asset Management, Inc., 245 Park Avenue, 35th Floor, New York, NY, CA",,200000,,0,,21.4692,2020-07-08,24.74,18.13,-0.004737,965,654.0,581.0,,,8.55,4.69,21.27333,20.883,21.08559,,,etf,Company
DGR,CI WisdomTree U.S. Quality Dividend Growth Index ETF Hedged Units,29.52,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,22263246,0,17,29.52,Quarterly,1.755,0.17,CAD,0.859366,,2020-06-29 00:00:00.0,,,www.wisdomtree.com,info@wisdomtree.com,917-267-3739,"Wisdomtree Asset Management, Inc., 245 Park Avenue, 35th Floor, New York, NY, CA",,754175,,0,,29.52,2020-07-08,30.42,20.6,0.007628,1691,2859.0,2174.0,3.84,11.5,34.24,9.52,29.59905,28.618,27.0442,,,etf,Company
MBA,CIBT Education Group Inc.,0.7,0.01,1.449275,Toronto Stock Exchange,TSX,TSX,,Consumer Defensive,Education,5800,0.7,0.7,0.7,52180478,52180478,10.1,0.69,,,,,1.184349,0.07,,CIBT is one of the largest education and student housing companies in Canada.,"CIBT is one of the largest education and student housing companies in Canada. Listed on the TSX and OTCQX International, CIBT enrols over 12000 students annually and operates 45 business locations in Canada and abroad. CIBT subsidiaries are Sprott Shaw College (est. in 1903), Sprott Shaw Language College, Vancouver International College and CIBT School of Business. CIBT owns Global Education City Holdings Inc. ('GEC') which develops hotels, serviced apartments and education super centres. Total portfolio and development budget of GEC projects exceed C$1 billion and GEC properties service 1,500 tenants annually. CIBT also owns Global Education Alliance ('GEA') and Irix Design Group ('Irix Design'). GEA recruits international students on behalf of many elite schools from kindergartens to universities in North America. Irix Design is a leading design company based in Vancouver. The company website is www.cibt.net.",http://www.cibt.net,,+1 604 871-9909,"777 West Broadway, Suite 1200, Vancouver, BC, CA",617,74543540,2.31,74543540,,0.7,,0.76,0.4,0.013085,45786,27043.0,25216.0,0.909,327.5,22.13,3.2,0.57381,0.5096,0.55158,,,equity,Company
CMUE,CIBC Multifactor U.S. Equity ET Common Units,22.97,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,0,,,,168829500,0,15.1,22.97,Quarterly,1.309,0.069,CAD,0.587272,,2020-06-30 00:00:00.0,,,www.renaissanceinvestments.ca,info@renaissanceinvestments.ca,888 888 FUND,"1500, Robert-Bourassa Blvd, Suite 800, Montreal, QC, CA",,7350000,,0,,22.97,,24.7,18.36,0.003896,70,28.0,18.0,2.81,11,20.86,8.54,22.33095,22.1854,22.08077,,,etf,Company
CGX,Cineplex Inc.,8.39,-0.38,-4.332953,Toronto Stock Exchange,TSX,TSX,,Communication Services,Media - Diversified,794335,8.78,8.78,8.35,531365867,531365867,,8.77,,,,,2.026825,-4.11000013,,"Cineplex Inc is a diversified media company that operates chains of movie theaters. The company has three business segments, Film Entertainment and Content, Media and Amusement and Leisure.","Cineplex Inc is a diversified media company that operates chains of movie theaters. The company has three business segments, Film Entertainment and Content, Media and Amusement and Leisure. The Film Entertainment and Content reporting segment includes all direct and ancillary revenues from theatre attendance. The Media reporting segment is comprised of the aggregation of two operating segments, cinema media and digital place-based media. The Amusement and Leisure reporting segment is comprised of the aggregation of three operating segments, amusement solutions, location-based entertainment and eSports. Film Entertainment and Content segment generates most of the revenue.",http://www.cineplex.com,investorrelations@cineplex.com,+1 416 323-6600,"1303 Yonge Street, 2nd Floor, Toronto, ON, CA",13000,63333238,6.45,63333238,,8.50184534,,34.39,6.3,-0.016136,780087,912815.0,991598.0,1.705,2.4,-54.74,-8.85,9.07381,8.5182,18.72074,-5.98,-0.96,equity,Company
CPH,Cipher Pharmaceuticals Inc.,1.15,0.01,0.877193,Toronto Stock Exchange,TSX,TSX,,Healthcare,Drug Manufacturers,2000,1.15,1.15,1.15,31103356,31103356,15.4,1.14,,,,,1.5394,0.079999998,,"Cipher Pharmaceuticals Inc is a specialty pharmaceutical company. Its products include Dermatology Products, Hospital Acute Care Products, and Out-Licensed Products among others.","Cipher Pharmaceuticals Inc is a specialty pharmaceutical company. Its products include Dermatology Products, Hospital Acute Care Products, and Out-Licensed Products among others. The company's geographical segments include Canada and the United States.",https://www.cipherpharma.com,nevans@cipherpharma.com,+1 905 602-5840,"209 Oak Park Boulevard, Suite 501, Oakville, ON, CA",6,27046396,0.17,27046396,,1.14999999,,1.68,0.38,-0.024368,17717,20193.0,19679.0,0.757,2.2,14.02,8.25,1.18476,1.2932,1.0828,,,equity,Company
CTF.UN,Citadel Income Fund transferable redeemable units,2.66,-0.02,-0.746269,Toronto Stock Exchange,TSX,TSX,,,,19500,2.66,2.66,2.57,36387449,0,,2.68,Monthly,4.511,0.01,CAD,1.009965,0.289999991,2020-09-29 00:00:00.0,,,www.artemisfunds.ca,info@artemisfunds.ca,+1 647 4774885,"5 Hazelton Avenue, Suite 200, Toronto, ON, CA",,13679492,,0,,2.61338461,2020-10-15,3.49,1.66,-0.001308,4050,3789.0,5074.0,,,,,2.68829,2.65723,2.7871,,,equity,Company
CVG,Clairvest Group Inc.,51.0,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Financial Services,Asset Management,0,,,,773863647,768381351,6,51.0,Annual,0.196,0.1,CAD,0.581291,8.47999954,2020-07-02 00:00:00.0,Clairvest Group Inc is a Canadian equity investment firm.,Clairvest Group Inc is a Canadian equity investment firm. The company invests in and partners with the management teams of business that have the potential to create average returns in their respective industries. Clairvest contributes financing and strategic expertise to support the growth and development of its investee companies in order to create realizable value for all shareholders. It invests its own capital into entrepreneurial corporations.,http://www.clairvest.com,danielc@clairvest.com,+1 416 925-9270,"22 St. Clair Avenue East, Suite 1700, Toronto, ON, CA",35,15173797,,15066301,,51.166667,2020-07-24,55.25,39.75,0.008813,99,605.0,520.0,0.86,7.2,15.33,13.29,50.61476,48.7554,48.19,-22.24,1.94,equity,Company
CKI,Clarke Inc.,5.97,0.02,0.336134,Toronto Stock Exchange,TSX,TSX,,Financial Services,Asset Management,3300,5.96,6.02,5.96,94297547,94022271,,5.95,,,,,1.478939,-2.75,,"Clarke Inc is an investment holding company which invests in a diversified group of businesses, operating primarily in Canada. It operates in two segments namely Investment and Hospitality.","Clarke Inc is an investment holding company which invests in a diversified group of businesses, operating primarily in Canada. It operates in two segments namely Investment and Hospitality. Its investment objective is to maximize shareholder value. The investment portfolio of the company includes listed and unlisted companies, securities, real estate, public entities and private entities.",http://www.clarkeinc.com,,+1 902 442-3415,"145 Hobsons Lake Drive, Suite 405, Halifax, NS, CA",750,15795234,1.04,15749124,,5.99787878,,13.75,3.75,-0.006756,7178,5578.0,5573.0,0.706,20,-27.83,-12.03,5.60952,5.6092,8.31898,,,equity,Company
CSM,ClearStream Energy Services Inc.,0.03,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Energy,Oil & Gas,589000,0.025,0.035,0.025,3298238,3299781,,0.03,,,,,4.902693,-0.159999996,,"ClearStream Energy Services Inc is a provider of midstream production services including maintenance and turnarounds, facilities construction, welding and fabrication, and transportation.","ClearStream Energy Services Inc is a provider of midstream production services including maintenance and turnarounds, facilities construction, welding and fabrication, and transportation. The company operates in two segments namely the Maintenance and Construction division that provides maintenance and construction services to the energy industry that includes maintenance services, welding, fabrication, machining, construction, turnaround services and labour supply to conventional oil and gas and oilsands markets and the Wear, Fabrication and Transportation division that supplies, fabricates and transports overlay pipe spools, pipe bends, wear plate, welding services, custom fabrication, pipe management and storage services.",http://www.clearstreamenergy.ca,rwatt@clearstreamenergy.ca,+1 587 318-1003,"311 - 6th Avenue SW, Suite 1650, Calgary, AB, CA",3300,109941241,,109992668,,0.027283531,,0.065,0.01,0.027639,93085,78631.0,56133.0,-0.019,0.1,10.93,-7.86,0.03119,0.0292,0.03615,,,equity,Company
CCS.PR.C,Co-operators General Insurance Company Non-Cumulative Redeemable Class E Preference Shares Series C,23.8,0.08,0.337268,Toronto Stock Exchange,TSX,TSX,,Financial Services,Insurance,895,23.96,24.0,23.8,95200000,0,,23.72,Quarterly,5.252,0.3125,CAD,0.55111,,2020-08-31 00:00:00.0,Co-operators General Insurance Co is a Canada based insurance company involved in the Property and casualty insurance operations.,"Co-operators General Insurance Co is a Canada based insurance company involved in the Property and casualty insurance operations. It provides diversified, integrated, multi-line insurance, and financial services. The product line of the company consists of insurance such as Home, Auto, Life, Business, Farm, and Travel. The company earns maximum revenue from the premium, and operates only in Canada.",https://www.cooperators.ca,,+1 519 840-3167,"130 Macdonell Street, Priory Square, Guelph, ON, CA",3862,4000000,0.02,0,0.0,23.91125,2020-09-30,24.75,16.18,0.00409,2130,1694.0,1464.0,,,3.32,0.84,23.19047,22.77073,21.97201,0,0,equity,Company
CCA,Cogeco Communications Inc. Subordinate Voting Shares,110.4,-0.17,-0.153749,Toronto Stock Exchange,TSX,TSX,,Communication Services,Telecommunication Services,82911,110.84,111.99,109.38,3575671964,5307969404,14.4,110.57,Quarterly,2.101,0.58,CAD,0.564442,7.65999984,2020-07-27 00:00:00.0,Cogeco Communications Inc is a communication corporation. The company is a cable operator in North America operating in Canada.,"Cogeco Communications Inc is a communication corporation. The company is a cable operator in North America operating in Canada. It provides residential and business customers with the internet, video, and telephony services with broadband fibre networks. The reportable segments of the company are Canadian broadband services and American broadband services. In internet services, the company offers internet packages with download speeds of up to 120mbps. In video services, the company provides digital tier services, pay per view channels, video on demand services, and 4k television, and in telephony services include using internet protocol to transport digitized voice signals. The company generates the majority of its revenue from Canadian broadband services.",http://corpo.cogeco.com,,+1 514 764-4754,"5 Place Ville Marie, Bureau 1700, Montreal, QC, CA",3854,32388333,1.53,48079433,,110.498731,2020-08-11,132,87.57,0.007946,231452,141761.0,132251.0,2.336,5.6,16.8,5.33,105.30524,102.3844,102.86399,9.07,9.99,equity,Company
CGO,Cogeco Inc. Subordinate Voting Shares,91.01,1.48,1.653077,Toronto Stock Exchange,TSX,TSX,,Communication Services,Telecommunication Services,34721,90.4,91.76,89.53,1310511055,1456328824,11.3,89.53,Quarterly,2.088,0.475,CAD,0.406048,8.06999969,2020-07-27 00:00:00.0,Cogeco Inc is a telecommunications company. The company has two reportable operating segments namely Communications and Other. The company generates maximum revenue from the Communications segment.,"Cogeco Inc is a telecommunications company. The company has two reportable operating segments namely Communications and Other. The company generates maximum revenue from the Communications segment. The communication technologies segment provides colocation, network connectivity, managed hosting, and cloud services to corporate and small to medium businesses in Canada, the United States, and Europe.",http://corpo.cogeco.com,carriere@cogeco.com,+1 514 764-4600,"5 Place Ville Marie, Suite 1700, Montreal, QC, CA",3151,14399638,4.69,16001855,,90.7523313,2020-08-11,107.88,70.95,0.008618,53736,29244.0,23874.0,1.911,1.5,17,1.78,84.51048,83.15211,88.08563,10.39,12.79,equity,Company
GCL,Colabor Group Inc.,0.35,-0.01,-2.777778,Toronto Stock Exchange,TSX,TSX,,Consumer Defensive,Retail - Defensive,22105,0.36,0.36,0.35,35587277,35587277,,0.36,,,,,1.41045,0.0,,Colabor Group Inc is a wholesaler and distributor of food and related products in Canada. The company operates in two segments Distribution and Wholesale segment.,"Colabor Group Inc is a wholesaler and distributor of food and related products in Canada. The company operates in two segments Distribution and Wholesale segment. It distributes products under its own brand labels Menu, Menu Haute-Cuisine and Multi Choice and other national brands. Its product range includes frozen food products, dry goods, dairy products, fruits, vegetables, meat, fish, seafood, poultry, disposable items, sanitation products, and maintenance products. It also offers promotional, advertising materials, and sales support services to its clients. Its clients include retail sales and foodservice sectors restaurant chains, independent restaurants, hotels, cafeterias, government institution, grocery stores and others.",http://www.colabor.com,investors@colabor.com,+1 450 449-4911,"1620 De Montarville Boulevard, Boucherville, QC, CA",1254,101677932,1.37,101677932,,0.356363636,,0.69,0.2,-0.01181,107075,60993.0,50958.0,0.412,1.4,-0.35,-0.11,0.33643,0.3476,0.39575,,,equity,Company
CIGI,Colliers International Group Inc. Subordinate Voting Shares,86.29,-1.53,-1.7422,Toronto Stock Exchange,TSX,TSX,,Real Estate,Real Estate,95297,87.82,87.84,85.6,3337103266,3451497402,36.7,87.82,Semi-Annual,0.162,0.05,USD,1.642765,2.3499999,2020-06-29 00:00:00.0,"Colliers International (NASDAQ, TSX: CIGI) is a leading global real estate services and investment management company.","Colliers International (NASDAQ, TSX: CIGI) is a leading global real estate services and investment management company. With operations in 68 countries, our 14,000 enterprising people work collaboratively to provide expert advice and services to maximize the value of property for real estate occupiers, owners and investors. For more than 20 years, our experienced leadership team, owning more than 40% of our equity, have delivered industry-leading investment returns for shareholders. In 2018, corporate revenues were $2.8 billion ($3.3 billion including affiliates), with more than $26 billion of assets under management.",http://www.colliers.com,InvestorRelations@Colliers.com,+1 416 960-9500,"1140 Bay Street, Suite 4000, Toronto, ON, CA",13927,38673117,2.01,39998811,,86.4877547,2020-07-13,122.01,49.11,0.006819,104745,84265.0,67987.0,5.297,14.5,27.36,4.66,84.77238,79.6412,86.50151,0,-11.5,equity,Company
